bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	city	lc0	lc1	lc2	aLanguage	authorBirth_year
193921	984632			0	abriefdescripti00tanngoog	4331234		1834		The author	A Brief Description of the Canals and Rail Roads of the United States ...	NULL	1834	Henry Schenck Tanner	10173	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
867244	251351		DA995 B7 N6 1887	0	bodykechapterinh00normuoft	0	|||	1887	New York	Putnam	Bodyke	1858	NULL	Norman, Henry	25193	USA	NY	29	NULL	D	DA	995	eng	1858
711354	1276570	eng		0	bookofoldenglish01mabi	0	nyu	1897	New York	The Macmillan Co.	A book of old English love songs	1846	NULL	Hamilton Wright Mabie	17510	USA	NY	51	NULL	NULL	NULL	NULL	eng	1846
907197	23019			0	onredstaircase00tayliala	9478204	ilu	1897	Chicago	A.C. McClurg	On the red staircase	1878	1896	Mary Imlay Taylor	61671	USA	IL	19	NULL	NULL	NULL	NULL	eng	1878
793644	852610	eng	QP36 .C7 1902	2012929	elementaryphysi00coltgoog	5169976	mau	1902	Boston	D. C. Heath & co.	Elementary physiology and hygiene	1852	NULL	Buel P[reston] Colton	69673	USA	MA	50	NULL	Q	QP	36	eng	1852
640258	1219508	eng		0	manualofnitrouso00silk	0	enk	1888	London	J. & A. Churchill	A manual of nitrous oxide anaesthesia for the use of students and general practitioners	1858	NULL	John Frederick William Silk	43750	UK	NULL	30	NULL	NULL	NULL	NULL	eng	1858
401477	695728	eng		0	acrossamericaan00pumpgoog	67101420		1870		Leypoldt & Holt	Across America and Asia: Notes of a Five Years' Journey Around the World, and of Residence in ...	NULL	NULL	NULL	167517	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
642306	1220755	fre		0	cihm_45238	0	fr	1838	Tours [France]	A. Mame	Abr	NULL	NULL	Henri Lebrun	122853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
355736	1133021	ger		0	daslaienbrevier00scheuoft	0	ge	1900	Leipzig	Veit	Laien-Brevier	NULL	NULL	Leopold Schefer	101736	Germany	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
487439	1155135	ita		0	festeinromadel1700roma	0	it	1847	[Roma?	s.n.	Feste in Roma del 17 giugno 1847.	NULL	NULL	NULL	578	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ita	NULL
543658	784978	eng		0	cu31924014935229	1679750	enk	1900	London	Scott, Greenwood	History of the Staffordshire potteries	NULL	NULL	Simeon Shaw	77001	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
600383	1196431	eng		0	cihm_35882	0	xx	1876	[S.l	s.n.]	Lives of the lord chancellors and keepers of the great seal of England	NULL	NULL	Campbell	239176	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
625775	765886	ger	KK69.L43 L43 1896	0	derprozesslecker00leck	443099115	gw	1896	Berlin-Friedrichshagen	Verlagshaus f	Der Prozess Leckert-L	NULL	NULL	Heinrich Leckert	96884	Germany	NULL	NULL	NULL	K	KK	69	ger	NULL
637856	905834	rus	PG2900 F342	0	fakelysp03spet	221929296		1906	S.-Peterburg		Fakely	NULL	NULL	NULL	10353	NULL	NULL	NULL	NULL	P	PG	2900	rus	NULL
100323	1029884			0	poemsbywilliamc03bryagoog	0		1854		A. Hart, Late Carey& Hart	Poems: By William Cullen Bryant	NULL	1849	William Cullen Bryant	53105	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
318279	1123150	ger		0	dasnorddeutschet00laubuoft	0	ge	1872	Leipzig	Weber	norddeutsche Theater	1806	1872	Heinrich Laube	74573	Germany	NULL	66	NULL	NULL	NULL	NULL	ger	1806
771768	937255	eng	PZ3.F380 Ha	20008793	halfportions00ferbgoog	1268309	nyu	1920	Garden City, New York	Doubleday, Page & Company	Half portions	1887	1900	Edna Ferber	58420	USA	NY	33	NULL	P	PZ	3	eng	1887
825354	259077	eng	HD3486 .H72	7027686	cu31924092563570	3355977	enk	1875	London	Trübner & co.	history of co-operation in England	1817	1875	George Jacob Holyoake	134224	UK	NULL	58	NULL	H	HD	3486	eng	1817
556396	696238	eng		0	ruraleconomyini00bous	62139512	nyu	1854	New York	Appleton	Rural economy in its relations with chemistry, physics, and meteorology	1802	NULL	J. B. Boussingault	232512	USA	NY	52	NULL	NULL	NULL	NULL	eng	1802
830639	422447	tib	BL1420 .S8 1908	8026342	pagsamjonzang00jorgoog	3358847	lu	1908	Calcutta	Pub. by the Presidency jail press	Pag sam jon zang	1702	NULL	Sumpa Khan-po Yeçe Pal Jor	279636	NULL	NULL	206	NULL	B	BL	1420	Unknown	1702
612052	1204594	eng		0	cihm_38376	0	enk	1841	London	R. Bentley	Travels in North America	1806	NULL	Murray, Charles Augustus Sir	100689	UK	NULL	35	NULL	NULL	NULL	NULL	eng	1806
151333	148182			0	nouveaumanuelco00fagegoog	9072902		1838		Roret	Nouveau manuel complet de musique vocale et instrumentale, ou, Encyclop	NULL	NULL	Alexandre Choron 	118964	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
82879	298777	fre	PQ1674 A2 1914A	0	oeuvrescomplte02ronsuoft	0		1914	Paris	Hachette	Oeuvres compl	1524	NULL	Pierre de Ronsard	77697	France	NULL	390	NULL	P	PQ	1674	fre	1524
251614	322786	fre	AP20 R5	0	revuedesdeux191419pariuoft	0	fr.	1831	Paris		Revue des deux mondes.	NULL	NULL	NULL	358719	France	NULL	NULL	NULL	A	AP	20	fre	NULL
75032	175282	eng		9013948	cu31924022154573	0	vau	1909	[Charlottesville, Va.]	University of Virginia	book of the Poe centenary	1860	1909	Charles William Kent	34169	USA	VA	49	NULL	NULL	NULL	NULL	eng	1860
196951	140727			0	medicochirurgic36londgoog	11174459		1860		Longmans	Medico-Chirurgical Transactions	NULL	1811	Royal Medical and Chirurgical Society of London	119739	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
968978	19181		E77 .L64	14011508	inredmanslandstu00leuprich	0	nyu	1914	New York	Fleming H. Revell Co.	In Red man's land	1849	NULL	Leupp, Francis Ellington	35873	USA	NY	65	NULL	E	E	77	eng	1849
764625	491409	eng	KF26 .D5689 1916	18008549	loaningmoneyind00conggoog	5848753	dcu	1916	Washington, DC	Govt. Print. Off.	Loaning money in the District of Columbia	NULL	NULL	United States. Congress. Senate. Committee on the District of Columbia. Subcommittee on S. 4661.	17982	USA	DC	NULL	NULL	K	KF	26	eng	NULL
1005150	1359884			0	thedecreesofthe00unknuoft	0	enk	1907	London	Burns and Oates	decrees of the Vatican Council	NULL	NULL	Vatican Council (1st 1869-1870)	9344	UK	NULL	NULL	NULL	NULL	NULL	NULL		NULL
678457	1235918	fre		0	catalogueraisonn00bart	0	au	1795	A Vienne	Chez A. Blumauer	Catalogue raisonn	1757	NULL	Adam von Bartsch	NULL	Austria	NULL	38	NULL	NULL	NULL	NULL	fre	1757
716139	64706	eng	TN24.S8 A3 no. 13	0	whiteriverbadla00hargoog	3654115	sdu	1920	Rapid City, S.D		White River Badlands	1866	1920	Cleophas C. O'Harra	36119	USA	SD	54	NULL	T	TN	24	eng	1866
234462	1080683	spa		0	abanicosypandere00chap	0	sp	1902	Madrid	R. Velasco [impresor]	Abanicos y panderetas, o, !A Sevilla en el botijo!	1851	1902	Ruperto Chapí	9406	Spain	NULL	51	NULL	NULL	NULL	NULL	spa	1851
509139	928362	ger	PT3874 A2 Z55	0	politischegedich00zins	0		1910	Z	Gebr. Leemann	Politische Gedichte aus der Zeit der B	NULL	NULL	Philipp Zinsli	55934	NULL	NULL	NULL	NULL	P	PT	3874	ger	NULL
113471	1034729			0	reportscasesdec11indigoog	0		1916			Reports of Cases Decided in the Appellate Court of the State of Indiana	NULL	NULL	Appellate Court 	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
301686	641334	fre	DC316 D86 1881	0	souvenirsdeversa00dupouoft	0		1881	Paris	E. Dentu	Souvenirs de Versailles pendant la commune.	1828	1881	Léonce Dupont	77121	France	NULL	53	NULL	D	DC	316	fre	1828
795284	635744	eng	PZ10.3.H313 Ma	2021988	masterfrisky00hawkgoog	4349684	nyu	1902	New York	T.Y. Crowell	Master Frisky	1869	1902	Clarence Hawkes	21802	USA	NY	33	NULL	P	PZ	10	eng	1869
631601	250107	ota	BP88 S5 K419 1859	0	tercmeikelmier00shar	222985319		1859	İstānbūl	Begoġli Ḳişlaḳ Hümāyūni Liṭrāfyā hOanesinde ṭab' olunmuşdur	Tercüme-'i Kelām-i erba-'īn	NULL	NULL	ʻAlam al-Hudá ʻAlī ibn al-Ḥusayn Sharīf al-Murtaḍá	NULL	NULL	NULL	NULL	NULL	B	BP	88	ota	NULL
771960	305510	eng	F2231 .S54	20010072	southamericanhis00shep	3369007	nyu	1919	New York	G.P. Putnam's Sons	South American historical documents	1871	1919	William R. Shepherd	3236	USA	NY	48	NULL	F	F	2231	eng	1871
558504	315921	fre	PQ2601 R7 C4 1900	0	lachanoinessecom00artu	0		1900	Paris	Librairie th	chanoinesse	1870	NULL	Louis Charles Artus	NULL	France	NULL	30	NULL	P	PQ	2601	fre	1870
674794	665957	eng	PR4300 1847 .B6	4004757	worksofrobertbur08burnsro	0	mau	1847	Boston	Otis, Broaders, and company	The works of Robert Burns	1759	NULL	Robert Burns	401544	USA	MA	88	NULL	P	PR	4300	eng	1759
628657	1213348	eng		0	cihm_42105	0	nkc	1861	Fredericton [N.B.]	J. Simpson	Sixth annual report of the chief commissioner of public works, 1860	1814	NULL	W. H. Steeves	37531	NULL	NULL	47	NULL	NULL	NULL	NULL	Unknown	1814
428971	424402	ger		0	vademecumdessor00othmgoog	67890122		1870		F. Cruse	Vademecum des Sortimenters: Zusammenstellung der wissensw	NULL	NULL	NULL	86263	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
745692	479807	eng	BX6941 .A3 1897	13018906	miscellaneouswri00eddy	13815439	mau	1897	Boston [Mass.]	J. Armstrong	Miscellaneous writings, 1883-1896	1821	1896	Mary Baker Eddy	114663	USA	MA	76	NULL	B	BX	6941	eng	1821
383438	722604	eng		0	observationonla00manlgoog	9680815		1893		Ginn	Observation on the Language of Chaucer's Legend of Good Women	1865	NULL	John Matthews Manly	42583	NULL	NULL	28	NULL	NULL	NULL	NULL	Unknown	1865
7819	868823		SF427 . G74	4002971	sportingdog00grahgoog	490842	nyu	1904	New York	The Macmillan company	sporting dog	1855	NULL	Joseph Alexander Graham	68460	USA	NY	49	NULL	S	SF	427		1855
747094	929695	eng	F1234 .C74	13035641	conditionsinrepu00wash	20420875	dcu	1913	Washington	[Govt. Print. Off.]	Conditions in the Republic of Mexico.	NULL	NULL	NULL	5544	USA	DC	NULL	NULL	F	F	1234	eng	NULL
204052	326512			0	journeyacrosswe00warbgoog	753861		1875		S. Low, Marston, Low , & Searle	Journey Across the Western Interior of Australia	NULL	1875	Peter Egerton Warburton	62926	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
521709	559950	eng	KPS18 .A3 1892	5041411	cu31924084191398	41986705	ce	1892	Colombo	"Ceylon Examiner Press,"	Ceylon Law reports	NULL	NULL	Ceylon. Supreme Court.	187791	NULL	NULL	NULL	NULL	K	KP	18	eng	NULL
796460	356468	eng	DA670.C8 T7	2029488	cornishworthies00treggoog	6163255	enk	1884	London	E. Stock	Cornish worthies	1831	NULL	Tregellas, Walter H.	99854	UK	NULL	53	NULL	D	DA	670	eng	1831
578561	587919	eng	F199 .K335	6041931	washingtonwhatto06keim	0	dcu	1892	Washington, D.C		Washington, what to see, and how to see it	1841	NULL	De B. Randolph Keim	17565	USA	DC	51	NULL	F	F	199	Unknown	1841
267127	358068	eng		0	churchcommonweal00coch	37711987	onc	1887	Brantford, Ont	Bradley, Garretson & Co.	church and the commonwealth.	1831	1887	William Cochrane	136802	Canada	NULL	56	NULL	NULL	NULL	NULL	eng	1831
863778	1306170			0	captwfdrannanchi00dranrich	0	ilu	1910	Chicago	Rhodes & McClure Publishing Co.	Capt. W. F. Drannan, chief of scouts	1832	1910	William F. Drannan	109471	USA	IL	78	NULL	NULL	NULL	NULL	eng	1832
767107	937236	eng	JK148 .S4	19000141	jamesmadisonsno00scotgoog	895272	nyu	1918	New York	Oxford University Press, American branch	James Madison's notes of debates in the Federal convention of 1787 and their relation to a more perfect society of nations.	1866	NULL	James Brown Scott	38206	USA	NY	52	NULL	J	JK	148	eng	1866
578313	339596	ger	PJ1004 .Z4	11034184	zeitschriftfr43brug	0	ge	1906	Leipzig	J. C. Hinrichs'sche Buchhandlung	Zeitschrift f	1827	NULL	Heinrich Karl Brugsch	61761	Germany	NULL	79	NULL	P	PJ	1004	Unknown	1827
243883	1091721	eng		0	historicalsketch00axwo	0	enk	1906	Paignton	Torbay Printing Works	Historical sketch of the parish of Saint Neot (Cornwall).	NULL	1906	William A. Axworthy	21429	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
457461	753527	ger		0	derprozessderwe00schigoog	29650054		1854			Der Prozess der Weltgeschichte als Grundlage der Metaphysik, oder, Wissen des Wissens ist Wissen ...	NULL	NULL	NULL	195772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
117525	1036249			0	bradshawsillust17bradgoog	0		1896			Bradshaw's illustrated hand-book to Italy	NULL	1894	George Bradshaw	238341	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
893190	384056		PR6025A2213 W4	80037190	whitetrailstoryo00macduoft	0	onc	1908	London	Blackie	white trail	1878	NULL	MacDonald, Alexander	96120	Canada	NULL	30	NULL	P	PR	6025	eng	1878
323083	24415	eng	F532.N6 M9	5036855	historyofregulat00mott	0	inu	1859	Indianapolis	Indianapolis journal company, printers	History of the Regulators of northern Indiana.	NULL	1859	M. H. Mott	22424	USA	IN	NULL	NULL	F	F	532	eng	NULL
335838	133464	eng	QC357 .B845 1845	28001805	atreatiseonopti05bachgoog	1548043	xx	1845	Philadelphia	Lea & Blanchard	treatise on optics.	1781	NULL	Brewster, David Sir	139897	USA	PA	64	NULL	Q	QC	357	eng	1781
68948	1012917	eng		0	whoswhoatwiscons01madi	0	mnu	1920	Madison	Pub. by White Spades	Who's who at Wisconsin	NULL	NULL	NULL	100853	USA	MN	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
49545	523625	ita	PA57 S33	0	lescopertedeicod01sabbuoft	0		1905	Firenze	G.C. Sansoni	scoperte dei codici latini e greci ne'secoli 14 e 15.	1850	1905	Sabbadini, Remigio	76655	Italy	NULL	55	NULL	P	PA	57	ita	1850
761039	193350	eng	HV13 .S8 no. 2	17015156	cu31924014006757	10220080	nyu	1915	New York	The New York School of Philanthropy	Organized charity and industry	1867	NULL	Devine, Edward Thomas	2843	USA	NY	48	NULL	H	HV	13	eng	1867
832298	170383	dut	ML100 .V56 1883	9002303	lexicondertoonku01viot	21788792	ne	1883	Amsterdam	P.N. van Kampen & zoon	Lexicon der toonkunst	1848	NULL	Henri Anastase Viotta	184459	Netherlands	NULL	35	NULL	M	ML	100	dut	1848
223533	1074703			0	neuejahrbcherfr46unkngoog	0		1853			Neue Jahrb	NULL	NULL	NULL	279948	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
336511	672552	spa		0	baturrillo01bobagoog	3191484	sp^	1895	Madrid	Est. Tip. "Sucesores de Rivadencyra,"	Baturrillo	1862	NULL	Emilio Bobadilla	13781	Spain	NULL	33	NULL	NULL	NULL	NULL	spa	1862
851054	1301352			0	womaninepigramfl00mortrich	0	xx	1898	Chicago	McClurg	Woman in epigram	1859	NULL	Frederick William Morton	38851	USA	IL	39	NULL	NULL	NULL	NULL	eng	1859
127584	221605			0	firstlessonsinc00hartgoog	2713850		1872		Eldredge & Bro.	First Lessons in Composition	NULL	1871	John Seely Hart	32140	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
500066	462921	eng	Q115 .N895	22012880	reportsecondnor00oslogoog	0	xx	1907	Kristiania	In commission by T. O. Br	Report of the Second Norwegian Arctic expedition in the "Fram" 1898-1902 ...	NULL	NULL	Norske videnskaps-akademi i Oslo	298605	NULL	NULL	NULL	NULL	Q	Q	115	Unknown	NULL
156620	1050335			0	christianexamin00halegoog	0		1866		Crosby, Nichols, & Co.	The Christian Examiner	NULL	1866	Edward Everett Hale	183831	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
344625	854469	ger	DB106 .S4 1865 vol. 3	34007550	salzburgoberste00schagoog	0	ge	1865	Jena	F. Frommann	Salzburg, Obersteiermark	1800	NULL	Adolph Schaubach	170837	Germany	NULL	65	NULL	D	DB	106	ger	1800
576570	1184070	eng		0	cihm_32797	0	nsc	1898	Halifax, N.S	T.C. Allen	School-day melodies	NULL	1984	Ada F. Ryan	10751	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
904859	565898			0	mercyoflord00steeiala	9499205	enk	1914	London	W. Heinemann	mercy of the Lord	1847	NULL	Flora Annie Webster Steel	85938	UK	NULL	67	NULL	NULL	NULL	NULL	eng	1847
815278	705440	ger	QK314 .M62 sect. 4, pt.	5038057	berdienaturder00meye	10138695	gw	1837	Göttingen	Gedruckt in der Dieterichschen Universitäts-Buchdruckerei	Über die Natur der Schachtelhalme	1782	NULL	G. F. W. Meyer	60687	Germany	NULL	55	NULL	Q	QK	314	ger	1782
173573	698891			0	handbookphysiol03kirkgoog	13418700		1899		P. Blakiston, Son & Co.	Hand-book of physiology	NULL	1899	William Senhouse Kirkes	277148	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
936797	1333901			0	fullergenealogy04full	0	mau	1908	Palmer, Mass	Printed by C.B. Fiske & Co.	Fuller genealogy ...	1839	NULL	William Hyslop Fuller	114278	USA	MA	69	NULL	NULL	NULL	NULL		1839
196019	524127			0	scepticapoemsta00hemagoog	4886522		1821		Belser wissenschaftlicher Dienst	The Sceptic, a Poem. -: Stanzas to the Memory of the Late King	NULL	1821	Felicia Dorothea Browne Hemans	7734	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
855772	344924		HC435 .B3 1915	16006169	studyofindianeco00banerich	0	enk	1915	London	Macmillan and Co., limited	study of Indian economics	1879	NULL	Pramathanath Banerjea	85450	UK	NULL	36	NULL	H	HC	435	eng	1879
277897	776243	eng	PZ3.Q42 Fo 	4012093	fortamity00quil	0	enk	1904	London	J. Murray	Fort Amity	1863	NULL	Sir Arthur Thomas Quiller-Couch	64560	UK	NULL	41	NULL	P	PZ	3	eng	1863
711620	1276887	eng	T223.P2 B5	6002398	expositionofdpho00bett	0	dcu	1863	Washington?		An exposition of D. P. Holloway's management of the affairs of the Patent office ...	NULL	NULL	Royston] [from old catalog Betts	5068	USA	DC	NULL	NULL	NULL	T	223	eng	NULL
617681	242416	san	B132 V3 B2 1902	0	vedantadipah01bdar	0		1902	Varanasi	B.B. Das	Vedantadipah	NULL	NULL	Bādarāyaṇa	NULL	NULL	NULL	NULL	NULL	B	B	132	san	NULL
920359	682676			0	warningclockorvo00cameiala	30147354	enk	1840	London	Printed for Houlston and Co., 65, Paternoster-Row	warning clock, or, The voice of the new year	1781	1832	Cameron Mrs.	1313	UK	NULL	59	NULL	NULL	NULL	NULL	eng	1781
47864	1006087	eng		0	julescesar00shakrich	0	fr	1903	Paris	Librairie Hachette	Jules Cesar.	1564	1903	William Shakespeare	45023	France	NULL	339	NULL	NULL	NULL	NULL	eng	1564
816382	948966	ger	HD7339.M9 K5	6003779	beitrgezurentwi00renagoog	16761948	gw	1904	Leipzig	C. L. Hirschfeld	Beiträge zur entwicklung der grundrente und wohnungsfrage in München.	NULL	NULL	Renauld, Joseph ritter von, edler von Kellenbach.	56244	Germany	NULL	NULL	NULL	H	HD	7339	ger	NULL
598950	1195411	fre		0	oeuvrescompl03boss	0	fr	1885	Paris	Berche et Tralin	Oeuvres compl	1627	NULL	Jacques Bénigne Bossuet	768843	France	NULL	258	NULL	NULL	NULL	NULL	fre	1627
10582	736635		HD9881.5 .D3	20014211	earlyenglishcot00cromgoog	2236069	enk	1920	Manchester	The University press	early English cotton industry	1878	NULL	George William Daniels	2238	UK	NULL	42	NULL	H	HD	9881	eng	1878
34400	1000789	eng		0	bristowseditoria00brisrich	0	ksu	1918	Topeka	Adams Bros. Co.	Bristow's editorials that caused such a stir in Kansas.	1861	NULL	Joseph Little Bristow	31630	USA	KS	57	NULL	NULL	NULL	NULL	eng	1861
732038	530362	eng	E166 .U58	10030645	unitedstatesand00cgoog	8415370	enk	1862	London	E. Stanford	United States and Canada, as seen by two brothers in 1858 and 1861.	NULL	NULL	J. C. Jun.	34210	UK	NULL	NULL	NULL	E	E	166	eng	NULL
784577	243385	ger	HV15 .W5	31017915	gesammelteschri00mahlgoog	13253523	gw	1901	Hamburg	Agentur des Rauhen Hauses	Gesammelte Schriften D. Johann Hinrich Wicherns.	1808	1901	Wichern, Johann Hinrich	223978	Germany	NULL	93	NULL	H	HV	15	ger	1808
338721	866049	fre	DC158.A2 C8	4026702	correspondanceo00albgoog	4994051	fr^	1793	Paris	Buisson [etc.]	Correspondance originale des 	NULL	NULL	NULL	86263	France	NULL	NULL	NULL	D	DC	158	fre	NULL
804917	80924	eng	DS107 .F85	4011901	oldworldpalestin00free	784300	xx	1869	Philadelphia	J.B. Lippincott & Co.	The Old world.	1826	NULL	Jacob R. Freese	131644	USA	PA	43	NULL	D	DS	107	eng	1826
143995	771974			0	generallawsstat30kansgoog	7429536		1873		Kansas State Journal	General Laws of the State of Kansas	NULL	1865	Kansas	73585	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
599673	661846	ger		0	ubersterilisatio00kamm	34230236	xx	1890	Berlin	Schade	Uber Sterilisation von Catgut nebst Beitr	1855	NULL	Edmund Kammeyer	10296	Germany	NULL	35	NULL	NULL	NULL	NULL	ger	1855
512491	1167392	eng		0	cihm_27278	0	nkc	1888	Saint John, N.B	Canada Railway News Co.	Tourists' guide to Saint John and the province of New Brunswick	NULL	NULL	James M. Mulhall	38823	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
962032	1343404			0	unemploymentinsu00gibbuoft	0	enk	1911	London	King	Unemployment insurance	1874	NULL	Gibbon, Ioan Gwilym Sir	123983	UK	NULL	37	NULL	NULL	NULL	NULL	eng	1874
164155	465816			0	optimisticmedic00crangoog	14788524		1920		Davis	Optimistic medicine, or, the early treatment of simple problems rather than the late treatment ...	NULL	1920	Arthur George Crandall	75367	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
373529	176202	ger		0	gesammelteschri00jacogoog	67950362		1877		O. Meissner	Gesammelte Schriften und reden	1805	NULL	Johann Jacoby	121795	NULL	NULL	72	NULL	NULL	NULL	NULL	ger	1805
568196	828096	eng	PS3545.A34 A3 1909	9030151	aftersunrise00wagn	0	ohu	1909	Canal Dover, Ohio	The author	After sunrise	1868	NULL	Philip Matthew Wagner	14224	USA	OH	41	NULL	P	PS	3545	eng	1868
935141	755701		BX4705.O8 Z85 1913	0	a601343000goyauoft	0	fr	1913	Paris	G. Beauchesne	Ozanam	NULL	NULL	NULL	158892	France	NULL	NULL	NULL	B	BX	4705	fre	NULL
221567	961739			0	acompendchristi01cobbgoog	30430745		1849		Cobb	A Compend of Christian Divinity	NULL	1848	Sylvanus Cobb	134743	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
41316	232858	eng	QR46 .B232	8031130	essentialbacter00ballrich	0	pau	1908	Philadelphia	W. B. Saunders Company	Essentials of bacteriology	1868	1891	Ball, M. V.	58328	USA	PA	40	NULL	Q	QR	46	eng	1868
811693	557645	eng	D24 .L25	5011625	cu31924027750474	546609	xx	1904	New York	Longmans, Green & Co.	Historical mysteries	1844	NULL	Andrew Lang	69015	USA	NY	60	NULL	D	D	24	eng	1844
760085	297598	eng	F455 .L65	17008381	lettersonconditi00swem	1651703	nyu	1916	New York city	Printed for C. F. Heartman	Letters on the condition of Kentucky in 1825	NULL	NULL	NULL	18491	USA	NY	NULL	NULL	F	F	455	eng	NULL
